city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Nanchang,Shengjin Pagoda,B031703XFA,"A millennium-old pagoda, an important cultural relic protection unit in Nanchang, surrounded by a folk culture street.",Historical and Cultural,,28.660962,115.899890,4.7,08:30,21:00,,0.5,2.0,0.0
Nanchang,Victory Road Pedestrian Street,B0FFGX8NZX,"Nanchang's traditional commercial pedestrian street, featuring shopping and local snacks.",Leisure Experience,,28.678755,115.888103,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Nanchang,Nanchang August 1st Uprising Memorial Hall,B031704VYJ,"An important revolutionary memorial hall in China, showcasing the history of the August 1st Uprising and serving as a patriotic education base.",Historical and Cultural,,28.674670,115.889435,4.7,09:00,21:00,Monday,1.5,3.0,0.0
Nanchang,Nanchang University (Qianhu Campus),B031704T6Y,"A key university in Jiangxi Province, known for its beautiful campus environment and strong academic atmosphere.",Historical and Cultural,,28.656317,115.801325,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanchang,Bada Shanren Memorial Hall,B031704VXJ,"The former residence of late Ming Dynasty painter Zhu Da, a national first-class museum with an elegant garden-style ancient architectural complex.",Historical and Cultural,,28.604789,115.916642,4.0,09:00,17:00,Monday,1.0,2.5,0.0
Nanchang,Xiangshan Forest Park,B031701BMI,"A natural ecological park in the suburbs of Nanchang, a birdwatching haven with fresh air.",Natural Scenery,,28.951573,115.966089,3.3,08:00,18:00,,2.5,4.0,0.0
Nanchang,Jiangxi Provincial Museum (New Museum),B0FFGY018L,"A modern large-scale museum showcasing Jiangxi's history, culture, and archaeological achievements, with a rich collection.",Historical and Cultural,,28.705900,115.881823,4.8,09:00,17:00,Monday,1.5,3.0,0.0
Nanchang,Bayi Square,B031704RAC,"A landmark square in downtown Nanchang, home to the August 1st Uprising Memorial Tower, located in the city's core area.",City Landmark,,28.673856,115.904477,4.9,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Nanchang,Jiangxi Provincial Museum,B0FFGY018L,"The largest comprehensive museum in Jiangxi Province, displaying the essence of Ganpo culture and precious historical artifacts.",Historical and Cultural,,28.705900,115.881823,4.8,09:00,17:00,Monday,2.0,3.5,0.0
Nanchang,Bayi Park,B031704QZN,"A historic park in Nanchang's urban area, a popular leisure destination for residents, ideal for family strolls.",Leisure Experience,,28.678562,115.897626,4.7,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
