city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Hangzhou,Hangzhou Oriental Residence · Huanglong Hotel,"88 Minxin Road, Qianjiang New City, Hangzhou.",30.250852,120.220090,2015,5,543,4.8,,Gym;Free Parking;Washer and Dryer
Hangzhou,Home Inn - Hangzhou East Railway Station Arrival Hall,"Shop A06, Basement Level 1, East Plaza, Arrival Hall, Hangzhou East Railway Station.",30.291855,120.215940,2016,2,154,4.1,Home Inn,SPA Service;Gym;Swimming Pool
Hangzhou,Hangzhou Luniu Hilton Garden Inn,"8 Xunli Street, Luniu Town.",30.469522,119.769431,2017,5,394,4.5,Hilton,Gym;TV Casting
Hangzhou,Ji Hotel Hangzhou South Railway Station,"98 North Mall Road, Xiaoshan District, Hangzhou, Zhejiang Province (next to the West Plaza of South Railway Station).",30.173400,120.292000,2019,3,256,4.8,Ji Hotel,Free Parking;Swimming Pool;TV Casting
Hangzhou,Hangzhou Liangzhu InterContinental Hotel,18 Yuniao Street.,30.362351,120.058265,2022,5,1059,4.8,,SPA Service;Gym;Robot Service;TV Casting
Hangzhou,Orange Hotel (Hangzhou Songcheng),"Building 1, Changjiu Center, Zhijiang, Zhuantang Street, Xihu District, Hangzhou, China.",30.167198,120.103127,2024,3,297,4.8,Orange Hotel,Free Parking;Swimming Pool
Hangzhou,Orange Hotel Hangzhou West Lake,5 Putisi.,30.256100,120.165000,2019,3,306,4.7,Orange Hotel,SPA Service;Gym;Robot Service;Swimming Pool
Hangzhou,Jinjiang Inn (Hangzhou Huafeng Road Metro Station),"168 Huaxi Road, Gongshu District, Hangzhou, Zhejiang Province.",30.336458,120.197730,2025,2,235,4.7,Jinjiang Inn,Gym;Robot Service;Swimming Pool
Hangzhou,Hangzhou Lin'an Qingshan Lake Radisson Manor,"1608 Wushan Street, Jincheng Subdistrict, Lin'an District, Hangzhou, Zhejiang Province.",30.234250,119.769275,2023,5,440,4.5,,SPA Service;Gym;Robot Service
Hangzhou,Hangzhou East Station Hilton Hampton Hotel,"326 Qiutao North Road, Hangzhou, Zhejiang Province, China.",30.290085,120.198351,2024,4,552,4.8,Hilton,Gym;Swimming Pool;TV Casting
Hangzhou,Ji Hotel Hangzhou Lin'an People's Square,"898 Qianwang Street, Jincheng Subdistrict, Lin'an District, Hangzhou.",30.224400,119.710000,2020,3,305,4.8,Ji Hotel,Free Parking;TV Casting
Hangzhou,Hangzhou Xinghai Junlan Hotel,"Lvyin Street, Tangqi, near Shimu Road.",30.473480,120.196022,2018,5,320,4.3,,Free Parking;TV Casting
Hangzhou,Anmu Hotel (Hangzhou Yunqi Town Convention Center),"Zhijiang Development Building, Fushan Road, Zhuantang Street, near Alibaba Cloud Computing Center and Yunqi Conference Main Venue.",30.134343,120.087373,2018,4,213,4.6,,Gym;Free Parking;Robot Service;Swimming Pool
Hangzhou,Hangzhou Yuhang Marriott Fairfield Hotel,"365 Fengxin Road, Yuhang Subdistrict, Yuhang District, Hangzhou, Zhejiang Province.",30.260256,119.951895,2024,4,414,4.8,Marriott,Gym;Free Parking
Hangzhou,Orange Hotel Hangzhou Sports Center Xixi Wetland,"738 Wen'er West Road, Xihu District.",30.281383,120.079410,2019,3,305,4.8,Orange Hotel,Gym;Free Parking;Robot Service;Washer and Dryer
Hangzhou,Orange Hotel Hangzhou Zhejiang University Zijin Port,"Part of Level 1, Levels 2-6, Wangyue Clubhouse, Zijinhua North Road, Sandun Town.",30.311759,120.090736,2025,3,367,4.5,Orange Hotel,Washer and Dryer;TV Casting
Hangzhou,Hangzhou Xixi Zijin Port Hilton Garden Inn,"492 Fengqing Road, Gongshu District, Hangzhou, Zhejiang Province.",30.326706,120.098728,2022,5,431,4.9,Hilton,Free Parking;Swimming Pool
Hangzhou,Home Inn Neo - Hangzhou Wulin Square Chaohui Road Canal,"Building 11, Liushui Dongyuan, Gongshu District, Hangzhou.",30.277893,120.184128,2018,2,150,4.2,Home Inn,Free Parking;Robot Service;Washer and Dryer;TV Casting
Hangzhou,Hangzhou West Lake Yiting Garden Hotel,"Building 5, Lansheng Jihong Commercial Complex, 36 Xinran Street, Sandun Town, Xihu District, Hangzhou (inside Zijin Dream Plaza).",30.328002,120.066380,2023,4,211,4.8,,Free Parking;Washer and Dryer
