restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Buzike Restaurant,Xiamen,24.445557,118.069775,74.0,Chinese Restaurant;Chinese Restaurant,10:30,23:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.9,Private Room
Gulangyu Longtou Fish Ball Shop - The Only One,Xiamen,24.444990,118.070245,15.0,Food Service Related;Food Service Related,08:30,20:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.4,Must-Eat Top 10;Online Queue
Upstairs Restaurant,Xiamen,24.445150,118.070721,100.0,Chinese Restaurant;Chinese Restaurant,10:30,22:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.6,Online Queue
True Love Pier Snacks (Longtou Road Branch),Xiamen,24.444813,118.070582,136.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.3,Outdoor Seating;Private Room
Lin Siji · Minnan Heritage Cuisine (Gulangyu Branch),Xiamen,24.444973,118.070923,100.0,Chinese Restaurant;Fujian Cuisine,17:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.6,Outdoor Seating;Birthday Package
Xiao Min Satay Noodles,Xiamen,24.445354,118.071331,19.0,Food Service Related;Food Service Related,08:00,20:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.3,Must-Eat Top 10
Fuxing Restaurant,Xiamen,24.444853,118.071253,133.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.7,Must-Eat Top 10
Music Seafood Restaurant,Xiamen,24.443658,118.069567,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.6,Waiting Area;Birthday Package
Dayang Seafood Restaurant · Fengwei Xiamen Cuisine (Gulangyu Main Branch),Xiamen,24.443972,118.071379,28.0,Chinese Restaurant;Seafood Restaurant,10:30,21:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.4,Outdoor Seating;Birthday Package
Shenjia Minnan Rice Noodles,Xiamen,24.443839,118.071394,16.0,Chinese Restaurant;Chinese Restaurant,07:30,22:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.7,Must-Eat Top 10;Private Room
Huang Family Garden Restaurant,Xiamen,24.440881,118.069643,101.0,Food Service Related;Food Service Related,16:30,20:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.2,Birthday Package
Liu Yue Garden Chinese Restaurant (Gulangyu Branch),Xiamen,24.440870,118.066559,64.0,Chinese Restaurant;Chinese Restaurant|Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.3,Must-Eat Top 10;Outdoor Seating
Cat Island Owner Fun Restaurant,Xiamen,24.442736,118.068569,59.0,Chinese Restaurant;Chinese Restaurant,07:00,23:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.8,Private Room;Online Queue
Old Xiamen Seafood Restaurant (Gulangyu Branch),Xiamen,24.442886,118.070977,100.0,Chinese Restaurant;Seafood Restaurant,09:00,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.3,Waiting Area;Birthday Package
Ancient Courtyard Garden Restaurant,Xiamen,24.443323,118.069694,100.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,3.8,Online Queue
Miss Zhao's Shop (Gulangyu Music Hall Branch),Xiamen,24.443387,118.071405,100.0,糕饼店;糕饼店,09:30,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.4,Must-Eat Top 10;Outdoor Seating
Mr. Kraken Western Restaurant (Gulangyu Food Landmark),Xiamen,24.442379,118.072770,78.0,Cafe;Cafe,10:30,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.4,Private Room
Fulin Spring Restaurant,Xiamen,24.443529,118.071283,89.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,3.5,Waiting Area;Online Queue
Wuyuan Waterside Hotel Luming Tower (Chinese Restaurant),Xiamen,24.517745,118.176806,160.0,Chinese Restaurant;General Restaurant,17:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.0,Private Room;Online Queue
Wuyuan Waterside Hotel - Lakeside All-Day Dining Restaurant,Xiamen,24.514326,118.174867,123.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.3,Online Queue
