restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Wentong Ice Room (Parkland Store),Dalian,38.917672,121.630530,41.0,Cold Beverage Shop;Cold Beverage Shop,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.7,Must-Eat Top 10;Private Room
Big Tree Restaurant (Parkland Branch),Dalian,38.917691,121.630150,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.6,Online Queue
Xinjiang Erzi Wawa Restaurant (Jinhua Street Branch),Dalian,38.915330,121.629402,85.0,Chinese Restaurant;Chinese Restaurant,11:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.2,Outdoor Seating
Amore Pizza (Parkland Branch),Dalian,38.917817,121.629352,80.0,Foreign Restaurant;Western Restaurant,11:30,20:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.2,Waiting Area
Hang Xiaodian Dim Sum Scallion Oil Noodles (Parkland Store),Dalian,38.917896,121.629365,65.0,Chinese Restaurant;Zhejiang Cuisine,09:30,21:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.8,Must-Eat Top 10;Outdoor Seating
Jiahe House Fashion Restaurant (Jinhua Street Branch),Dalian,38.915142,121.629056,28.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Waiting Area
Shunhexiang Halal Garden Restaurant (Dalian Parkland Mall Branch),Dalian,38.918042,121.629067,92.0,Chinese Restaurant;Halal Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.6,Must-Eat Top 10;Private Room
ABURI Flame-Seared Sushi (Parkland Branch),Dalian,38.918134,121.629134,105.0,Foreign Restaurant;Japanese Cuisine,09:30,21:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Online Queue
Qianrihe Tea Restaurant (Parkland Store),Dalian,38.918074,121.628955,59.0,Fast Food Restaurant;Tea Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Must-Eat Top 10
Unlimited Shrimp Enjoyment - Fengguang Street Branch,Dalian,38.914657,121.628668,100.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.7,Private Room;Birthday Package
