origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Chongqing,Xiamen,2025-11-12,CXW,Chongqing West Station,IOQ,Shenzhen North Station,2025-11-12 08:47:00,2025-11-12 15:33:00,406,G319,High-Speed Train,Second Class Seat,Sufficient,804.5,1,4
Chongqing,Xiamen,2025-11-12,IOQ,Shenzhen North Station,XKS,Xiamen North Station,2025-11-12 16:30:00,2025-11-12 19:07:00,157,D666,Electric Multiple Unit,Second Class Seat,Sufficient,804.5,2,4
Chongqing,Xiamen,2025-11-12,CUW,Chongqing North Station,NCG,Nanchang Station,2025-11-12 08:30:00,2025-11-12 17:45:00,555,D2234,Electric Multiple Unit,Second Class Seat,Sufficient,741.0,1,7
Chongqing,Xiamen,2025-11-12,NCG,Nanchang Station,XMS,Xiamen Station,2025-11-12 18:05:00,2025-11-12 22:56:00,291,G2293,High-Speed Train,Second Class Seat,Sufficient,741.0,2,7
Chongqing,Xiamen,2025-11-12,CXW,Chongqing West Station,IOQ,Shenzhen North Station,2025-11-12 06:52:00,2025-11-12 14:12:00,440,G2929,High-Speed Train,Second Class Seat,Sufficient,759.5,1,5
Chongqing,Xiamen,2025-11-12,IOQ,Shenzhen North Station,XMS,Xiamen Station,2025-11-12 15:44:00,2025-11-12 19:24:00,220,G3004,High-Speed Train,Second Class Seat,Sufficient,759.5,2,5
Chongqing,Xiamen,2025-11-12,CXW,Chongqing West Station,IOQ,Shenzhen North Station,2025-11-12 08:47:00,2025-11-12 15:33:00,406,G319,High-Speed Train,Second Class Seat,Sufficient,806.5,1,8
Chongqing,Xiamen,2025-11-12,IOQ,Shenzhen North Station,XMS,Xiamen Station,2025-11-12 18:21:00,2025-11-12 21:53:00,212,D2398,Electric Multiple Unit,Second Class Seat,Sufficient,806.5,2,8
Chongqing,Xiamen,2025-11-12,CUW,Chongqing North Station,HKN,Hankou Station,2025-11-12 07:45:00,2025-11-12 13:39:00,354,D958,Electric Multiple Unit,Second Class Seat,Sufficient,603.5,1,3
Chongqing,Xiamen,2025-11-12,WHN,Wuhan Station,XKS,Xiamen North Station,2025-11-12 15:42:00,2025-11-12 22:35:00,413,D2231,Electric Multiple Unit,Second Class Seat,Sufficient,603.5,2,3
Chongqing,Xiamen,2025-11-12,CUW,Chongqing North Station,ESN,Enshi Station,2025-11-12 08:25:00,2025-11-12 10:42:00,137,D2248,Electric Multiple Unit,Second Class Seat,Sufficient,616.5,1,2
Chongqing,Xiamen,2025-11-12,ESN,Enshi Station,XKS,Xiamen North Station,2025-11-12 11:06:00,2025-11-12 22:35:00,689,D2234,Electric Multiple Unit,Second Class Seat,Sufficient,616.5,2,2
Chongqing,Xiamen,2025-11-12,CUW,Chongqing North Station,XKS,Xiamen North Station,2025-11-12 08:30:00,2025-11-12 22:35:00,845,D2234,Electric Multiple Unit,Second Class Seat,Sufficient,616.5,1,1
Xiamen,Chongqing,2025-11-17,XMS,Xiamen Station,IOQ,Shenzhen North Station,2025-11-17 10:15:00,2025-11-17 13:46:00,211,G3003,High-Speed Train,无座,Sufficient,784.5,1,17
