city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Xiamen,DoubleTree by Hilton Xiamen Haicang Zhengyuan Hotel,"208 Binhu Yi Li, Haicang District, Xiamen, near Aloha City Plaza.",24.475505,118.032431,2017,5,498,4.7,Hilton
Xiamen,Ji Hotel Xiamen Zhongshan Road Botanical Garden Hotel,Siming District,24.461239,118.090552,2025,3,395,5.0,Ji Hotel
Xiamen,Home Inn - Xiamen Zhongshan Road Pedestrian Street Zhongshan Park Metro Station Branch,"81 Gongyuan South Road, South Gate of Zhongshan Park.",24.456117,118.085806,2020,2,215,4.8,Home Inn
Xiamen,Ji Hotel Xiamen Zhongshan Road Bank Center Hotel,"15 Hubin West Road, Siming District, Xiamen",24.462400,118.078000,2019,3,311,4.8,Ji Hotel
Xiamen,Hanting Hotel Xiamen Wuyue Plaza Hotel,"23 Hexiang East Road, Siming District, Xiamen",24.470893,118.109590,2019,2,197,4.7,Hanting Hotel
Xiamen,Xiamen YuHai Yuhai Hotel (Zengcuo'an Xiamen University Branch),"98-1 Zengcuoan Community, Siming District, Xiamen",24.427247,118.124523,2019,3,4170,4.9,
Xiamen,Ji Hotel Xiamen Software Park Phase II Exhibition Road Hotel,458 Huizhan Road (440 meters walk from Exit 1 of Hecuo Metro Station),24.486063,118.188591,2021,3,326,4.8,Ji Hotel
Xiamen,Jinjiang Inn Xiamen Xiang'an Maxiang Hotel,"2000 Chiwanggong Road, Maxiang Town",24.669810,118.249840,2018,2,161,4.4,Jinjiang Inn
Xiamen,Edinburgh International Hotel Xiamen,"56 Xilin West Road, Lianqian West Road",24.477057,118.140637,2018,4,185,4.5,
Xiamen,Amman Hotel (Tong'an Branch),"1 Lücuo Yi Li, Tong'an District, Xiamen, China",24.659410,118.162028,2021,4,230,4.5,
Xiamen,Hilton Garden Inn Xiamen Bailuzhou Park,"160 Hubin Middle Road, Siming District",24.483017,118.094896,2019,4,391,4.6,Hilton
Xiamen,Jinjiang Inn Xiamen Railway Station Wuyue Plaza Hotel,16 Fengyu Road.,24.472551,118.116948,2020,2,129,4.0,Jinjiang Inn
Xiamen,Hampton by Hilton Xiamen Hubin South Road Hotel,"26 Hubin Yi Li, Siming District, Xiamen, China",24.472884,118.103371,2022,5,602,4.7,Hilton
Xiamen,Xiamen Xiashang Yixiang Holiday Hotel (Xiamen Railway Station Metro Station Wuyue Plaza Branch),"12 Banwei Road (close to the train station/metro station, near Gaoqi Airport/Zhongshan Road/Xiamen University)",24.473090,118.120869,2021,4,215,4.8,
Xiamen,Atour Hotel Xiamen Wuyuan Bay Wanda Plaza,"219 Donghuang Road, Huli District, Xiamen, Fujian Province",24.509010,118.182649,2021,4,376,4.5,Atour Hotel
Xiamen,Xiamen Wanjia Oriental Hotel (Zhongshan Road Botanical Garden Branch),"1 Huyuan Road, Kaiyuan Subdistrict, Siming District, next to Wanshi Botanical Garden",24.453811,118.092355,2018,3,173,4.8,
Xiamen,Xiamen X Future Hotel (Huandao Road Zengcuo'an Branch),158 Zengcuoan North Road,24.428037,118.123389,2019,5,457,4.6,
Xiamen,Hanting Hotel Xiamen Wenzhao Wuyue Plaza Hotel,"859 Xiahe Road, Siming District, Xiamen",24.466975,118.106846,2022,2,211,4.7,Hanting Hotel
Xiamen,Waldorf Astoria Xiamen,"1 Lianhua North Road, Siming District, Xiamen, Fujian Province, China",24.484607,118.127981,2020,5,1749,4.7,
Xiamen,Vienna International Hotel (Xiamen Gulangyu First Wharf Seaview Branch),259 Lujiang Avenue,24.462792,118.072896,2019,4,304,4.5,
