origin,destination,distance_meters,duration_minutes,cost
"30.301061,109.472098","30.333284,108.991410",64790,97,255
"30.301061,109.472098","30.269545,109.502984",6430,10,25
"30.301061,109.472098","30.416873,109.190728",41880,63,163
"30.301061,109.472098","30.262440,109.477729",6060,9,24
"30.301061,109.472098","30.283000,109.479000",2960,5,14
"30.301061,109.472098","30.333284,108.991410",64790,97,255
"30.301061,109.472098","30.253647,109.482239",7510,11,28
"30.301061,109.472098","30.301061,109.472098",0,5,0
"30.301061,109.472098","30.575064,109.037503",72260,108,285
"30.301061,109.472098","30.302475,109.474325",370,5,0
"30.301061,109.472098","30.301495,109.475002",400,5,0
"30.301061,109.472098","30.300249,109.475847",520,6,0
"30.301061,109.472098","30.301746,109.467255",660,8,0
"30.301061,109.472098","30.296477,109.476872",960,12,0
"30.301061,109.472098","30.296007,109.476872",1020,12,0
"30.301061,109.472098","30.295951,109.476794",1020,12,0
"30.301061,109.472098","30.298196,109.479754",1120,13,0
"30.301061,109.472098","30.302513,109.480335",1130,14,0
"30.301061,109.472098","30.295675,109.477742",1130,14,0
"30.301061,109.472098","30.405769,109.196865",40410,61,157
"30.301061,109.472098","30.407840,109.197336",40480,61,158
"30.301061,109.472098","30.408202,109.197969",40430,61,157
"30.301061,109.472098","30.409074,109.195105",40830,61,159
"30.301061,109.472098","30.409730,109.199168",40380,61,157
"30.301061,109.472098","30.407398,109.193828",40880,61,159
"30.301061,109.472098","30.271161,109.503462",6280,9,24
"30.301061,109.472098","30.273675,109.507075",6350,10,25
"30.301061,109.472098","30.274041,109.506901",6290,9,24
"30.301061,109.472098","30.263287,109.498478",6870,10,26
"30.301061,109.472098","30.268702,109.493596",5810,9,23
"30.301061,109.472098","30.266336,109.492670",6070,9,24
"30.301061,109.472098","30.279996,109.504644",5470,8,22
"30.301061,109.472098","30.280610,109.500242",4940,7,20
"30.301061,109.472098","30.274654,109.490203",4780,7,20
"30.301061,109.472098","30.274801,109.489956",4740,7,20
