city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Dalian,Ji Hotel Dalian Renmin Road,"No. 19, Renmin Road, Zhongshan District, Dalian",38.922757,121.648028,2019,3,257,4.6,Ji Hotel
Dalian,Holiday Inn Xinghai Dalian,"No. 32, Zone C1, Xinghai Square (Xinghai Square Commercial Area, adjacent to Yacht Club and Sun Asia Ocean World)",38.879945,121.573674,2021,5,389,4.6,
Dalian,Hilton Dalian Furong,"No. 1, Gangpu Road, near Renmin Road",38.929115,121.669530,2018,5,654,4.3,Hilton
Dalian,Ji Hotel Dalian Qingniwa Commercial Street,"No. 7, Qingni Street, Zhongshan District, Dalian, Liaoning Province",38.916700,121.635000,2021,3,275,4.8,Ji Hotel
Dalian,"The Castle Hotel, A Luxury Collection Hotel, Dalian","No. 600, Binhai West Road",38.877780,121.594480,2014,5,1006,4.6,
Dalian,Shangri-La Hotel Dalian,"No. 66, Renmin Road (located on Renmin Road Commercial Street, adjacent to Zhongshan Square)",38.925259,121.653809,2018,5,676,4.6,
Dalian,Hampton by Hilton Dalian Zhongshan,"No. 223, Jiefang Road, Zhongshan District",38.908247,121.640610,2007,4,368,4.6,Hilton
Dalian,Vienna Hotel (5.0 Enhanced Version Dalian Pikou Port Branch),"No. 50, East Section of Haibei Road, Pikou Street",39.405224,122.353684,2020,3,198,4.5,
Dalian,Hilton Dalian Golden Pebble Beach Resort,"No. 57, Haibin West Road, Economic and Technological Development Zone",39.074988,121.997931,2018,5,595,4.5,Hilton
Dalian,Dalian Oriental Mansion,"No. 67, Liaohe West Road, near Wucaicheng",39.050583,121.770554,2019,4,384,4.4,
Dalian,Ji Hotel Dalian Airport Ganjingzi District Government,"No. 1, Xinji Street, Floors 1 to 7",38.957432,121.520067,2024,3,312,4.9,Ji Hotel
Dalian,Hanting Hotel Dalian Xianglujiao,"No. 80, Xiangzhou Road",38.933500,121.600000,2022,2,224,4.9,Hanting Hotel
Dalian,Home Inn Selected - Dalian Kuiying Building Labor Park Branch,"No. 347, Jiefang Road, Zhongshan District, Dalian, Liaoning",38.900170,121.645045,2025,3,195,4.9,Home Inn
Dalian,Ji Hotel Dalian Xinghai Square Shengli Road,"No. 90, Shengli Road",38.902500,121.608000,2022,3,316,4.8,Ji Hotel
Dalian,Hanting Hotel Dalian Xi'an Road Commercial Street,"No. 30A, Xian Road",38.918736,121.589926,2025,3,233,4.5,Hanting Hotel
Dalian,Hotel Nikko Dalian,"No. 123, Changjiang Road, Zhongshan District, Dalian, near Zhongshan Square and Renmin Road Commercial Area",38.926698,121.642900,2015,5,528,4.4,
Dalian,Hyatt Regency Dalian,"No. 33, Zone C3, Xinghai Square (near Century Sculpture, southwest side of Xinghai Square near the sea)",38.878710,121.584417,2014,5,1038,4.5,
Dalian,Hanting Hotel Dalian Zhongshan Jiefang Road,"No. 318, Jiefang Road, Kuiying Subdistrict, Zhongshan District, Dalian",38.898600,121.647000,2020,2,215,4.7,Hanting Hotel
Dalian,Ji Hotel (Dalian People's Square Branch),"No. 706, Changjiang Road, Xigang District, Dalian, China",38.918345,121.607532,2024,3,302,4.8,Ji Hotel
Dalian,Hard Rock Hotel Dalian,"No. 65, Haibin West Road, Economic and Technological Development Zone, Dalian, Liaoning Province",39.077135,122.001204,2020,5,391,4.5,
