origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,CSX,Huanghua Airport,2025-11-16 16:50:00,2025-11-16 21:20:00,270,CZ3468,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1360,1,125
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,XIY,Xianyang Airport,2025-11-16 08:40:00,2025-11-16 12:05:00,205,HU7867,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1020,1,130
Urumqi,Changsha,2025-11-16,XIY,Xianyang Airport,CSX,Huanghua Airport,2025-11-16 13:05:00,2025-11-16 14:50:00,105,GS7607,Hainan Airlines | Tianjin Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1020,2,130
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,CSX,Huanghua Airport,2025-11-16 10:30:00,2025-11-16 14:55:00,265,HU7618,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1790,1,127
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,CSX,Huanghua Airport,2025-11-16 14:00:00,2025-11-16 18:25:00,265,CZ6957,China Southern Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,1899,1,128
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,CSX,Huanghua Airport,2025-11-16 16:35:00,2025-11-16 21:00:00,265,FU6594,Hainan Airlines | Fuzhou Airlines,First Class,Sufficient,737,Medium Aircraft,Boeing,2250,1,123
Urumqi,Changsha,2025-11-16,URC,Urumqi Tianshan International Airport,SHA,Hongqiao International Airport,2025-11-16 11:05:00,2025-11-16 15:50:00,285,MU8366,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,700,1,129
Urumqi,Changsha,2025-11-16,SHA,Hongqiao International Airport,CSX,Huanghua Airport,2025-11-16 17:05:00,2025-11-16 19:00:00,115,MU5291,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,700,2,129
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 10:45:00,2025-11-19 15:35:00,290,FU6593,Hainan Airlines | Fuzhou Airlines,First Class,Sufficient,737,Medium Aircraft,Boeing,1930,1,137
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 07:50:00,2025-11-19 12:40:00,290,CZ9451,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1080,1,139
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 16:50:00,2025-11-19 23:40:00,410,UQ2522,Hainan Airlines | Urumqi Air,Economy Class,Sufficient,737,Medium Aircraft,Boeing,453,1,134
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 07:50:00,2025-11-19 12:40:00,290,QW6155,Qingdao Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,520,1,133
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 17:40:00,2025-11-19 22:55:00,315,G55089,China Express Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,650,1,135
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,URC,Urumqi Tianshan International Airport,2025-11-19 12:05:00,2025-11-19 18:20:00,375,BK3043,Okay Airways,Economy Class,Sufficient,737,Medium Aircraft,Boeing,600,1,136
Changsha,Urumqi,2025-11-19,CSX,Huanghua Airport,INC,Hedong Airport,2025-11-19 15:35:00,2025-11-19 18:05:00,150,GJ8730,Loong Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,500,1,141
Changsha,Urumqi,2025-11-19,INC,Hedong Airport,URC,Urumqi Tianshan International Airport,2025-11-19 20:35:00,2025-11-19 23:55:00,200,GJ8652,Loong Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,500,2,141
