origin,destination,distance_meters,duration_minutes,cost
"32.054508,118.854097","32.040802,118.825064",4380,7,19
"32.054508,118.854097","32.020660,118.788899",10090,15,36
"32.054508,118.854097","32.011682,118.787631",11020,17,40
"32.054508,118.854097","32.067825,118.777783",10280,15,37
"32.054508,118.854097","31.995131,118.703146",21960,33,83
"32.054508,118.854097","32.069455,118.812688",5940,9,23
"32.054508,118.854097","32.116040,118.738514",18000,27,68
"32.054508,118.854097","32.063981,118.770087",11180,17,40
"32.054508,118.854097","32.044077,118.784902",9270,14,33
"32.054508,118.854097","32.049053,118.850510",970,12,0
"32.054508,118.854097","32.058352,118.847527",1050,13,0
"32.054508,118.854097","32.058378,118.847167",1090,13,0
"32.054508,118.854097","32.053088,118.840329",1830,22,0
"32.054508,118.854097","32.041985,118.849227",2050,5,12
"32.054508,118.854097","32.043804,118.840376",2460,5,13
"32.054508,118.854097","32.042471,118.841831",2480,5,13
"32.054508,118.854097","32.042886,118.840991",2500,5,13
"32.054508,118.854097","32.037885,118.850974",2620,5,13
"32.054508,118.854097","32.037985,118.850289",2620,5,13
"32.054508,118.854097","32.040970,118.834915",3290,5,15
"32.054508,118.854097","32.039269,118.825427",4470,7,19
"32.054508,118.854097","32.039919,118.823378",4650,7,20
"32.054508,118.854097","32.043422,118.824293",4290,6,18
"32.054508,118.854097","32.038720,118.822091",4890,7,20
"32.054508,118.854097","32.044629,118.822917",4390,7,19
"32.054508,118.854097","32.043222,118.816105",5310,8,22
"32.054508,118.854097","32.032954,118.830965",4540,7,19
"32.054508,118.854097","32.034991,118.816403",5830,9,23
"32.054508,118.854097","32.046252,118.814997",5320,8,22
"32.054508,118.854097","32.042545,118.798838",7530,11,28
"32.054508,118.854097","32.020352,118.789761",10020,15,36
"32.054508,118.854097","32.020275,118.790175",9980,15,36
"32.054508,118.854097","32.021861,118.789212",9960,15,35
"32.054508,118.854097","32.019013,118.790272",10070,15,36
"32.054508,118.854097","32.021395,118.791283",9760,15,35
"32.054508,118.854097","32.020696,118.786196",10390,16,37
"32.054508,118.854097","32.022689,118.787481",10090,15,36
"32.054508,118.854097","32.021996,118.791824",9650,14,35
"32.054508,118.854097","32.023204,118.787265",10080,15,36
"32.054508,118.854097","32.022530,118.786194",10250,15,37
"32.054508,118.854097","32.066600,118.813012",5740,9,23
"32.054508,118.854097","32.068443,118.808893",6350,10,25
"32.054508,118.854097","32.072880,118.812323",6210,9,24
"32.054508,118.854097","32.065951,118.813648",5630,8,22
"32.054508,118.854097","32.065844,118.813334",5660,8,23
"32.054508,118.854097","32.065749,118.812922",5710,9,23
"32.054508,118.854097","32.066370,118.815739",5390,8,22
"32.054508,118.854097","32.073502,118.814071",6050,9,24
"32.054508,118.854097","32.065167,118.813406",5620,8,22
"32.054508,118.854097","32.067685,118.817973",5190,8,21
"32.054508,118.854097","32.011515,118.787387",11060,17,40
"32.054508,118.854097","32.011774,118.786821",11090,17,40
"32.054508,118.854097","32.012241,118.787144",11020,17,40
"32.054508,118.854097","32.011940,118.786703",11090,17,40
"32.054508,118.854097","32.011064,118.786955",11150,17,40
"32.054508,118.854097","32.010760,118.788191",11050,17,40
"32.054508,118.854097","32.012681,118.788744",10810,16,39
"32.054508,118.854097","32.011082,118.789613",10870,16,39
"32.054508,118.854097","32.014135,118.787506",10800,16,39
"32.054508,118.854097","32.009595,118.785806",11410,17,41
"32.054508,118.854097","32.067708,118.777860",10270,15,37
"32.054508,118.854097","32.068005,118.778377",10210,15,36
"32.054508,118.854097","32.068328,118.777251",10360,16,37
"32.054508,118.854097","32.068635,118.777723",10310,15,37
"32.054508,118.854097","32.068108,118.776615",10440,16,37
"32.054508,118.854097","32.068922,118.777773",10320,15,37
"32.054508,118.854097","32.066348,118.779251",10050,15,36
"32.054508,118.854097","32.065691,118.778978",10060,15,36
"32.054508,118.854097","32.065692,118.779045",10050,15,36
"32.054508,118.854097","32.067995,118.780615",9920,15,35
"32.054508,118.854097","31.990868,118.708386",21630,32,82
"32.054508,118.854097","31.992314,118.709804",21360,32,81
"32.054508,118.854097","31.991023,118.708803",21570,32,82
"32.054508,118.854097","31.990583,118.708585",21630,32,82
"32.054508,118.854097","31.990660,118.708676",21610,32,82
"32.054508,118.854097","31.991186,118.709348",21500,32,82
"32.054508,118.854097","31.992152,118.710080",21340,32,81
"32.054508,118.854097","31.990397,118.708624",21640,32,82
"32.054508,118.854097","31.998951,118.711814",20670,31,78
"32.054508,118.854097","31.988663,118.710784",21510,32,82
"32.054508,118.854097","32.039040,118.798726",7690,12,29
"32.054508,118.854097","32.021038,118.792671",9640,14,35
"32.054508,118.854097","32.021960,118.794083",9400,14,34
"32.054508,118.854097","32.109562,118.748666",16340,25,61
"32.054508,118.854097","32.122554,118.727990",19720,30,74
"32.054508,118.854097","32.126821,118.735120",19310,29,73
"32.054508,118.854097","32.127651,118.736482",19240,29,73
"32.054508,118.854097","32.127505,118.729171",20010,30,76
"32.054508,118.854097","32.128655,118.746692",18270,27,69
"32.054508,118.854097","32.118627,118.720851",20210,30,76
"32.054508,118.854097","32.116935,118.719516",20240,30,77
"32.054508,118.854097","32.038933,118.785924",9320,14,34
"32.054508,118.854097","32.044825,118.787025",8980,13,33
"32.054508,118.854097","32.037823,118.788203",9070,14,33
"32.054508,118.854097","32.038103,118.800913",7470,11,28
"32.054508,118.854097","32.064186,118.770017",11190,17,40
"32.054508,118.854097","32.065472,118.768555",11410,17,41
"32.054508,118.854097","32.066915,118.768259",11490,17,42
"32.054508,118.854097","32.066740,118.772695",10910,16,39
"32.054508,118.854097","32.061813,118.773670",10670,16,38
"32.054508,118.854097","32.067405,118.772463",10960,16,39
"32.054508,118.854097","32.064920,118.776260",10400,16,37
"32.054508,118.854097","32.069369,118.767073",11710,18,42
"32.054508,118.854097","32.070778,118.770778",11280,17,41
"32.054508,118.854097","32.044322,118.784931",9260,14,33
"32.054508,118.854097","32.044322,118.785086",9240,14,33
"32.054508,118.854097","32.044163,118.784555",9320,14,34
"32.054508,118.854097","32.044494,118.784995",9250,14,33
"32.054508,118.854097","32.044783,118.784572",9300,14,33
"32.054508,118.854097","32.044853,118.785127",9220,14,33
"32.054508,118.854097","32.044801,118.783555",9430,14,34
"32.054508,118.854097","32.045307,118.783591",9410,14,34
"32.054508,118.854097","32.043520,118.782963",9540,14,34
"32.054508,118.854097","31.964275,118.798658",15840,24,59
"32.054508,118.854097","31.970608,118.792793",15360,23,57
"32.054508,118.854097","31.970035,118.792453",15460,23,57
"32.054508,118.854097","31.794832,117.288801",210730,316,839
"32.054508,118.854097","31.800640,117.289706",210430,316,837
"32.054508,118.854097","31.801025,117.290345",210340,316,837
"32.054508,118.854097","32.178097,118.684565",29490,44,114
"32.054508,118.854097","32.173975,118.684525",29080,44,112
