restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Longxianfu Specialty Restaurant,Beijing,40.289367,116.236644,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ming Tombs - Changling,"116.248804,40.300235",40.300235,116.248804,3.6
Jinmanshan Qianmen Hot Pot (Qianmen Flagship Store),Beijing,39.899557,116.400132,100.0,Chinese Restaurant;Hot Pot,10:00,22:30,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.4
Huguosi Snacks (Rou Market Street Branch),Beijing,39.898374,116.398690,32.0,Fast Food Restaurant;Fast Food Restaurant,05:30,21:30,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.3
Golden Bean Restaurant,Beijing,39.899020,116.393858,47.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.4
Beiping Garden (Tiananmen Branch),Beijing,39.898039,116.395566,291.0,商务住宅;住宅区;住宅小区|Foreign Restaurant;Foreign Restaurant,11:00,23:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.5
Juqi (Qianmen Branch),Beijing,39.897718,116.397016,84.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6
Liang Restaurant PEKING LIANG (Qianmen Branch),Beijing,39.897387,116.397002,102.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.7
Wanchun Jinfu Afternoon Tea (Qianmen Branch),Beijing,39.897225,116.397475,48.0,Food Service Related;Food Service Related,09:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6
TIDU · TIDU (Beijing Fun Branch),Beijing,39.897546,116.394922,177.0,Chinese Restaurant;北京菜,17:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6
Forbidden City Qianmen Icehouse Restaurant,Beijing,39.896963,116.398256,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.0
National Centre for the Performing Arts Western Restaurant,Beijing,39.904765,116.389734,221.0,Foreign Restaurant;Western Restaurant,17:30,20:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.0
Yifeng Restaurant (Gulou Branch),Beijing,39.943748,116.388507,100.0,Chinese Restaurant;Halal Restaurant,05:30,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5
DAddario Italian Restaurant (Houhai Branch),Beijing,39.939364,116.388671,136.0,Foreign Restaurant;Foreign Restaurant,11:30,21:30,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.7
Mount Everest Restaurant,Beijing,39.945551,116.386140,88.0,Chinese Restaurant;Chinese Restaurant,17:00,20:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5
Capital Courtyard Hutong Cuisine Rooftop Bistro,Beijing,39.938065,116.379287,82.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.6
Huluwa Beef Tendon Hot Pot (Gulou Branch),Beijing,39.946717,116.389982,74.0,Chinese Restaurant;Hot Pot,10:30,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.7
Zhong Restaurant (Gulou West Street Branch),Beijing,39.940920,116.393099,153.0,Foreign Restaurant;Foreign Restaurant,17:00,21:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5
Ding Xiang Run,Beijing,39.947191,116.380111,66.0,Chinese Restaurant;北京菜,11:00,21:30,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.6
RAJ Indian Music Restaurant,Beijing,39.940937,116.393636,122.0,Foreign Restaurant;Indian Cuisine,11:00,02:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.7
Papà Danilo Uncle Danilo · Italian Pasta (Gulou Branch),Beijing,39.942844,116.393822,153.0,Foreign Restaurant;Italian Restaurant,11:00,21:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5
Lao Yang Restaurant,Beijing,39.942450,116.376358,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,3.8
Zhonghong Feast·Bird's Nest Restaurant (Asian Games Village Branch),Beijing,39.992378,116.395075,171.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.5
Guofeng · Jia Restaurant (Bird's Nest Scenic View Branch),Beijing,39.992725,116.395475,556.0,Chinese Restaurant;Chinese Restaurant,16:30,22:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.6
Bird's Nest Cultural Center Guofengjia Restaurant,Beijing,39.992875,116.397025,756.0,Chinese Restaurant;Cantonese Cuisine,11:30,21:30,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.0
Beijing Academy of Social Sciences Restaurant,Beijing,39.989342,116.385246,40.0,Chinese Restaurant;Chinese Restaurant,16:30,20:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.2
