origin,destination,distance_meters,duration_minutes,cost
"28.183606,112.936153","28.183606,112.936153",0,5,0
"28.183606,112.936153","28.190528,112.973865",5290,8,21
"28.183606,112.936153","28.184442,112.968624",4460,7,19
"28.183606,112.936153","28.211876,112.993499",9010,14,33
"28.183606,112.936153","28.117792,112.947121",10360,16,37
"28.183606,112.936153","28.180397,112.940805",810,10,0
"28.183606,112.936153","28.189233,112.969737",4690,7,20
"28.183606,112.936153","28.209521,112.996432",9200,14,33
"28.183606,112.936153","28.207576,112.946176",3980,6,18
"28.183606,112.936153","28.225547,112.977637",8660,13,32
"28.183606,112.936153","28.190953,112.973159",5200,8,21
"28.183606,112.936153","28.190257,112.972072",5040,8,21
"28.183606,112.936153","28.180734,112.936597",450,5,0
"28.183606,112.936153","28.187193,112.936348",560,7,0
"28.183606,112.936153","28.178501,112.937813",830,10,0
"28.183606,112.936153","28.177706,112.932422",1050,13,0
"28.183606,112.936153","28.190276,112.932871",1130,14,0
"28.183606,112.936153","28.190796,112.931429",1290,16,0
"28.183606,112.936153","28.185475,112.945675",1340,16,0
"28.183606,112.936153","28.185229,112.945757",1340,16,0
"28.183606,112.936153","28.184976,112.947099",1520,18,0
"28.183606,112.936153","28.180230,112.924241",1720,21,0
"28.183606,112.936153","28.191277,112.969168",4680,7,20
"28.183606,112.936153","28.185008,112.968767",4480,7,19
"28.183606,112.936153","28.186493,112.971892",4920,7,20
"28.183606,112.936153","28.181416,112.970962",4790,7,20
"28.183606,112.936153","28.182905,112.972777",5030,8,21
"28.183606,112.936153","28.182406,112.972675",5010,8,21
"28.183606,112.936153","28.188372,112.970360",4750,7,20
"28.183606,112.936153","28.189065,112.969660",4680,7,20
"28.183606,112.936153","28.188979,112.970630",4800,7,20
"28.183606,112.936153","28.186380,112.973727",5170,8,21
"28.183606,112.936153","28.185016,112.974739",5300,8,21
"28.183606,112.936153","28.211884,112.993458",9010,14,33
"28.183606,112.936153","28.211987,112.993304",9000,14,33
"28.183606,112.936153","28.212692,112.991268",8810,13,32
"28.183606,112.936153","28.213204,112.996003",9420,14,34
"28.183606,112.936153","28.208091,112.991575",8510,13,31
"28.183606,112.936153","28.210729,112.988012",8270,12,30
"28.183606,112.936153","28.210686,112.988004",8270,12,30
"28.183606,112.936153","28.212908,112.987754",8420,13,31
"28.183606,112.936153","28.215875,112.988225",8730,13,32
"28.183606,112.936153","28.215336,112.987734",8630,13,31
"28.183606,112.936153","28.118930,112.948709",10210,15,36
"28.183606,112.936153","28.117071,112.944480",10420,16,37
"28.183606,112.936153","28.115783,112.945326",10630,16,38
"28.183606,112.936153","28.115835,112.949261",10700,16,38
"28.183606,112.936153","28.114394,112.948922",10920,16,39
"28.183606,112.936153","28.123487,112.948995",9520,14,34
"28.183606,112.936153","28.123516,112.949123",9520,14,34
"28.183606,112.936153","28.121219,112.941493",9740,15,35
"28.183606,112.936153","28.124425,112.948934",9380,14,34
"28.183606,112.936153","28.117651,112.938537",10270,15,37
"28.183606,112.936153","28.188144,112.973622",5190,8,21
"28.183606,112.936153","28.181474,112.942030",870,10,0
"28.183606,112.936153","28.173140,112.943420",1910,23,0
"28.183606,112.936153","28.177695,112.949156",2010,5,12
"28.183606,112.936153","28.192438,112.970620",4930,7,20
"28.183606,112.936153","28.192520,112.977726",5870,9,23
"28.183606,112.936153","28.192602,112.979169",6070,9,24
"28.183606,112.936153","28.192316,112.978183",5920,9,23
"28.183606,112.936153","28.193330,112.978467",6000,9,24
"28.183606,112.936153","28.203477,112.993842",8500,13,31
"28.183606,112.936153","28.206673,112.986763",7820,12,29
"28.183606,112.936153","28.195543,112.904328",4750,7,20
"28.183606,112.936153","28.195544,112.904321",4750,7,20
"28.183606,112.936153","28.196476,112.903491",4910,7,20
"28.183606,112.936153","28.189566,112.980911",6210,9,24
"28.183606,112.936153","28.189134,112.979606",6020,9,24
"28.183606,112.936153","28.188727,112.979678",6030,9,24
"28.183606,112.936153","28.198790,112.954506",3450,5,16
"28.183606,112.936153","28.219736,112.978737",8110,12,30
"28.183606,112.936153","28.220576,112.982608",8590,13,31
"28.183606,112.936153","28.222338,112.977377",8270,12,30
"28.183606,112.936153","28.205406,112.949093",3830,6,17
"28.183606,112.936153","28.210082,112.940116",4160,6,18
"28.183606,112.936153","28.203690,112.941019",3200,5,15
"28.183606,112.936153","28.210252,112.939963",4180,6,18
"28.183606,112.936153","28.203650,112.940851",3190,5,15
"28.183606,112.936153","28.210108,112.939644",4150,6,18
"28.183606,112.936153","28.205073,112.954170",4160,6,18
"28.183606,112.936153","28.215560,112.946307",5170,8,21
"28.183606,112.936153","28.212267,112.953595",5060,8,21
"28.183606,112.936153","28.201296,112.940213",2810,5,14
"28.183606,112.936153","28.226019,112.983035",9220,14,33
"28.183606,112.936153","28.222821,112.984112",8980,13,33
"28.183606,112.936153","28.223164,112.984892",9090,14,33
"28.183606,112.936153","28.227712,112.987028",9790,15,35
"28.183606,112.936153","28.229614,112.986513",9950,15,35
"28.183606,112.936153","28.224825,112.988325",9610,14,34
"28.183606,112.936153","28.235258,112.978777",9940,15,35
"28.183606,112.936153","28.269537,112.551207",54470,82,213
"28.183606,112.936153","28.269521,112.552144",54340,82,213
"28.183606,112.936153","28.266777,112.552651",54170,81,212
"28.183606,112.936153","28.233974,112.824453",17210,26,64
"28.183606,112.936153","28.235467,112.815072",18470,28,69
"28.183606,112.936153","28.238207,112.814981",18670,28,70
"28.183606,112.936153","28.203609,113.010415",10650,16,38
"28.183606,112.936153","28.204060,113.012014",10880,16,39
"28.183606,112.936153","28.201991,113.010799",10630,16,38
"28.183606,112.936153","28.195638,112.954082",3090,5,15
"28.183606,112.936153","28.195710,112.953745",3060,5,15
"28.183606,112.936153","28.195229,112.952641",2900,5,14
"28.183606,112.936153","28.205788,112.986861",7770,12,29
"28.183606,112.936153","28.205223,112.987045",7750,12,29
"28.183606,112.936153","28.136592,113.058121",18270,27,69
"28.183606,112.936153","28.137791,113.057426",18110,27,68
"28.183606,112.936153","28.137821,113.057406",18100,27,68
"28.183606,112.936153","28.225480,112.905589",7750,12,29
"28.183606,112.936153","28.226795,112.903229",8100,12,30
"28.183606,112.936153","28.222890,112.900133",7860,12,29
"28.183606,112.936153","28.194587,112.951994",2770,5,14
"28.183606,112.936153","28.195184,112.951378",2760,5,14
"28.183606,112.936153","28.209369,112.913589",5070,8,21
"28.183606,112.936153","28.183699,112.987247",7010,11,27
"28.183606,112.936153","28.184507,112.987077",6990,10,27
"28.183606,112.936153","28.181667,112.988592",7200,11,27
"28.183606,112.936153","28.210959,112.914144",5220,8,21
"28.183606,112.936153","28.210871,112.912730",5320,8,22
"28.183606,112.936153","28.162016,113.017166",11610,17,42
"28.183606,112.936153","28.163287,113.015919",11390,17,41
"28.183606,112.936153","28.164280,113.018019",11630,17,42
"28.183606,112.936153","28.200234,112.924639",3030,5,15
"28.183606,112.936153","28.195286,112.923373",2530,5,13
"28.183606,112.936153","28.200569,112.925288",3030,5,15
"28.183606,112.936153","28.205810,112.986717",7750,12,29
"28.183606,112.936153","28.210820,112.914234",5200,8,21
"28.183606,112.936153","28.136285,112.989957",10430,16,37
"28.183606,112.936153","28.225339,112.903916",7860,12,29
"28.183606,112.936153","28.218272,112.992676",9450,14,34
"28.183606,112.936153","28.268679,112.548976",54730,82,215
"28.183606,112.936153","28.231638,112.824321",17070,26,64
"28.183606,112.936153","28.192400,112.978800",6010,9,24
"28.183606,112.936153","28.136700,113.058000",18250,27,69
"28.183606,112.936153","28.203536,113.010377",10650,16,38
"28.183606,112.936153","28.189381,112.980317",6130,9,24
"28.183606,112.936153","28.198965,112.920325",3230,5,15
"28.183606,112.936153","28.195554,112.904404",4740,7,20
"28.183606,112.936153","28.172862,113.002624",9270,14,33
"28.183606,112.936153","28.193690,112.951614",2640,5,14
"28.183606,112.936153","28.183085,112.987491",7040,11,27
"28.183606,112.936153","28.188882,112.986521",6960,10,26
"28.183606,112.936153","28.196640,112.954377",3220,5,15
"28.183606,112.936153","28.205315,112.862808",10620,16,38
"28.183606,112.936153","28.162094,113.016508",11520,17,42
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.917012,87.481092",4004520,6007,16014
"28.183606,112.936153","34.442341,108.768912",1120620,1681,4478
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.896924,87.482557",4002860,6004,16007
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.900713,87.478025",4003590,6005,16010
"28.183606,112.936153","43.899444,87.479503",4003350,6005,16009
"28.183606,112.936153","28.218221,112.992731",9450,14,34
"28.183606,112.936153","28.218255,112.990661",9220,14,33
"28.183606,112.936153","28.216862,112.989258",8940,13,32
"28.183606,112.936153","28.216028,112.987989",8720,13,32
"28.183606,112.936153","28.203110,112.862928",10500,16,38
"28.183606,112.936153","28.202835,112.862826",10500,16,38
"28.183606,112.936153","28.200399,112.861830",10530,16,38
"28.183606,112.936153","28.200081,112.861664",10540,16,38
"28.183606,112.936153","28.199555,112.862280",10440,16,37
"28.183606,112.936153","28.173869,113.001273",9060,14,33
"28.183606,112.936153","28.171415,113.004840",9610,14,34
"28.183606,112.936153","28.171418,113.000335",9010,14,33
"28.183606,112.936153","28.172382,112.999684",8890,13,32
"28.183606,112.936153","28.170847,113.005122",9670,15,35
"28.183606,112.936153","28.192302,112.978639",5980,9,24
"28.183606,112.936153","28.189450,112.987810",7150,11,27
"28.183606,112.936153","28.188415,112.987993",7150,11,27
"28.183606,112.936153","28.189082,112.988163",7190,11,27
"28.183606,112.936153","28.189098,112.988164",7190,11,27
"28.183606,112.936153","28.190448,112.986920",7050,11,27
"28.183606,112.936153","28.136411,112.989860",10410,16,37
"28.183606,112.936153","28.136603,112.990060",10410,16,37
"28.183606,112.936153","28.135743,112.988444",10350,16,37
"28.183606,112.936153","28.134942,112.986737",10280,15,37
"28.183606,112.936153","28.133558,112.986539",10420,16,37
"28.183606,112.936153","28.183606,112.936153",0,5,0
"28.183606,112.936153","28.190528,112.973865",5290,8,21
"28.183606,112.936153","28.184442,112.968624",4460,7,19
"28.183606,112.936153","28.211876,112.993499",9010,14,33
"28.183606,112.936153","28.117792,112.947121",10360,16,37
"28.183606,112.936153","28.180397,112.940805",810,10,0
"28.183606,112.936153","28.189233,112.969737",4690,7,20
"28.183606,112.936153","28.209521,112.996432",9200,14,33
"28.183606,112.936153","28.207576,112.946176",3980,6,18
"28.183606,112.936153","28.225547,112.977637",8660,13,32
"28.183606,112.936153","28.190953,112.973159",5200,8,21
"28.183606,112.936153","28.190257,112.972072",5040,8,21
"28.183606,112.936153","28.180734,112.936597",450,5,0
"28.183606,112.936153","28.187193,112.936348",560,7,0
"28.183606,112.936153","28.178501,112.937813",830,10,0
"28.183606,112.936153","28.177706,112.932422",1050,13,0
"28.183606,112.936153","28.190276,112.932871",1130,14,0
"28.183606,112.936153","28.190796,112.931429",1290,16,0
"28.183606,112.936153","28.185475,112.945675",1340,16,0
"28.183606,112.936153","28.185229,112.945757",1340,16,0
"28.183606,112.936153","28.184976,112.947099",1520,18,0
"28.183606,112.936153","28.180230,112.924241",1720,21,0
"28.183606,112.936153","28.191277,112.969168",4680,7,20
"28.183606,112.936153","28.185008,112.968767",4480,7,19
"28.183606,112.936153","28.186493,112.971892",4920,7,20
"28.183606,112.936153","28.181416,112.970962",4790,7,20
"28.183606,112.936153","28.182905,112.972777",5030,8,21
"28.183606,112.936153","28.182406,112.972675",5010,8,21
"28.183606,112.936153","28.188372,112.970360",4750,7,20
"28.183606,112.936153","28.189065,112.969660",4680,7,20
"28.183606,112.936153","28.188979,112.970630",4800,7,20
"28.183606,112.936153","28.186380,112.973727",5170,8,21
"28.183606,112.936153","28.185016,112.974739",5300,8,21
"28.183606,112.936153","28.211884,112.993458",9010,14,33
"28.183606,112.936153","28.211987,112.993304",9000,14,33
"28.183606,112.936153","28.212692,112.991268",8810,13,32
"28.183606,112.936153","28.213204,112.996003",9420,14,34
"28.183606,112.936153","28.208091,112.991575",8510,13,31
"28.183606,112.936153","28.210729,112.988012",8270,12,30
"28.183606,112.936153","28.210686,112.988004",8270,12,30
"28.183606,112.936153","28.212908,112.987754",8420,13,31
"28.183606,112.936153","28.215875,112.988225",8730,13,32
"28.183606,112.936153","28.215336,112.987734",8630,13,31
"28.183606,112.936153","28.118930,112.948709",10210,15,36
"28.183606,112.936153","28.117071,112.944480",10420,16,37
"28.183606,112.936153","28.115783,112.945326",10630,16,38
"28.183606,112.936153","28.115835,112.949261",10700,16,38
"28.183606,112.936153","28.114394,112.948922",10920,16,39
"28.183606,112.936153","28.123487,112.948995",9520,14,34
"28.183606,112.936153","28.123516,112.949123",9520,14,34
"28.183606,112.936153","28.121219,112.941493",9740,15,35
"28.183606,112.936153","28.124425,112.948934",9380,14,34
"28.183606,112.936153","28.117651,112.938537",10270,15,37
"28.183606,112.936153","28.188144,112.973622",5190,8,21
"28.183606,112.936153","28.181474,112.942030",870,10,0
"28.183606,112.936153","28.173140,112.943420",1910,23,0
"28.183606,112.936153","28.177695,112.949156",2010,5,12
"28.183606,112.936153","28.192438,112.970620",4930,7,20
"28.183606,112.936153","28.192520,112.977726",5870,9,23
"28.183606,112.936153","28.192602,112.979169",6070,9,24
"28.183606,112.936153","28.192316,112.978183",5920,9,23
"28.183606,112.936153","28.193330,112.978467",6000,9,24
"28.183606,112.936153","28.203477,112.993842",8500,13,31
"28.183606,112.936153","28.206673,112.986763",7820,12,29
"28.183606,112.936153","28.195543,112.904328",4750,7,20
"28.183606,112.936153","28.195544,112.904321",4750,7,20
"28.183606,112.936153","28.196476,112.903491",4910,7,20
"28.183606,112.936153","28.189566,112.980911",6210,9,24
"28.183606,112.936153","28.189134,112.979606",6020,9,24
"28.183606,112.936153","28.188727,112.979678",6030,9,24
"28.183606,112.936153","28.198790,112.954506",3450,5,16
"28.183606,112.936153","28.219736,112.978737",8110,12,30
"28.183606,112.936153","28.220576,112.982608",8590,13,31
"28.183606,112.936153","28.222338,112.977377",8270,12,30
"28.183606,112.936153","28.205406,112.949093",3830,6,17
"28.183606,112.936153","28.210082,112.940116",4160,6,18
"28.183606,112.936153","28.203690,112.941019",3200,5,15
"28.183606,112.936153","28.210252,112.939963",4180,6,18
"28.183606,112.936153","28.203650,112.940851",3190,5,15
"28.183606,112.936153","28.210108,112.939644",4150,6,18
"28.183606,112.936153","28.205073,112.954170",4160,6,18
"28.183606,112.936153","28.215560,112.946307",5170,8,21
"28.183606,112.936153","28.212267,112.953595",5060,8,21
"28.183606,112.936153","28.201296,112.940213",2810,5,14
"28.183606,112.936153","28.226019,112.983035",9220,14,33
"28.183606,112.936153","28.222821,112.984112",8980,13,33
"28.183606,112.936153","28.223164,112.984892",9090,14,33
"28.183606,112.936153","28.227712,112.987028",9790,15,35
"28.183606,112.936153","28.229614,112.986513",9950,15,35
"28.183606,112.936153","28.224825,112.988325",9610,14,34
"28.183606,112.936153","28.235258,112.978777",9940,15,35
"28.183606,112.936153","28.269537,112.551207",54470,82,213
"28.183606,112.936153","28.269521,112.552144",54340,82,213
"28.183606,112.936153","28.266777,112.552651",54170,81,212
"28.183606,112.936153","28.233974,112.824453",17210,26,64
"28.183606,112.936153","28.235467,112.815072",18470,28,69
"28.183606,112.936153","28.238207,112.814981",18670,28,70
"28.183606,112.936153","28.203609,113.010415",10650,16,38
"28.183606,112.936153","28.204060,113.012014",10880,16,39
"28.183606,112.936153","28.201991,113.010799",10630,16,38
"28.183606,112.936153","28.195638,112.954082",3090,5,15
"28.183606,112.936153","28.195710,112.953745",3060,5,15
"28.183606,112.936153","28.195229,112.952641",2900,5,14
"28.183606,112.936153","28.205788,112.986861",7770,12,29
"28.183606,112.936153","28.205223,112.987045",7750,12,29
"28.183606,112.936153","28.136592,113.058121",18270,27,69
"28.183606,112.936153","28.137791,113.057426",18110,27,68
"28.183606,112.936153","28.137821,113.057406",18100,27,68
"28.183606,112.936153","28.225480,112.905589",7750,12,29
"28.183606,112.936153","28.226795,112.903229",8100,12,30
"28.183606,112.936153","28.222890,112.900133",7860,12,29
"28.183606,112.936153","28.194587,112.951994",2770,5,14
"28.183606,112.936153","28.195184,112.951378",2760,5,14
"28.183606,112.936153","28.209369,112.913589",5070,8,21
"28.183606,112.936153","28.183699,112.987247",7010,11,27
"28.183606,112.936153","28.184507,112.987077",6990,10,27
"28.183606,112.936153","28.181667,112.988592",7200,11,27
"28.183606,112.936153","28.210959,112.914144",5220,8,21
"28.183606,112.936153","28.210871,112.912730",5320,8,22
"28.183606,112.936153","28.162016,113.017166",11610,17,42
"28.183606,112.936153","28.163287,113.015919",11390,17,41
"28.183606,112.936153","28.164280,113.018019",11630,17,42
"28.183606,112.936153","28.200234,112.924639",3030,5,15
"28.183606,112.936153","28.195286,112.923373",2530,5,13
"28.183606,112.936153","28.200569,112.925288",3030,5,15
"28.183606,112.936153","28.205810,112.986717",7750,12,29
"28.183606,112.936153","28.210820,112.914234",5200,8,21
"28.183606,112.936153","28.136285,112.989957",10430,16,37
"28.183606,112.936153","28.225339,112.903916",7860,12,29
"28.183606,112.936153","28.218272,112.992676",9450,14,34
"28.183606,112.936153","28.268679,112.548976",54730,82,215
"28.183606,112.936153","28.231638,112.824321",17070,26,64
"28.183606,112.936153","28.192400,112.978800",6010,9,24
"28.183606,112.936153","28.136700,113.058000",18250,27,69
"28.183606,112.936153","28.203536,113.010377",10650,16,38
"28.183606,112.936153","28.189381,112.980317",6130,9,24
"28.183606,112.936153","28.198965,112.920325",3230,5,15
"28.183606,112.936153","28.195554,112.904404",4740,7,20
"28.183606,112.936153","28.172862,113.002624",9270,14,33
"28.183606,112.936153","28.193690,112.951614",2640,5,14
"28.183606,112.936153","28.183085,112.987491",7040,11,27
"28.183606,112.936153","28.188882,112.986521",6960,10,26
"28.183606,112.936153","28.196640,112.954377",3220,5,15
"28.183606,112.936153","28.205315,112.862808",10620,16,38
"28.183606,112.936153","28.162094,113.016508",11520,17,42
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.917012,87.481092",4004520,6007,16014
"28.183606,112.936153","34.442341,108.768912",1120620,1681,4478
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.896924,87.482557",4002860,6004,16007
"28.183606,112.936153","28.179749,113.235474",41080,62,160
"28.183606,112.936153","43.900713,87.478025",4003590,6005,16010
"28.183606,112.936153","43.899444,87.479503",4003350,6005,16009
"28.183606,112.936153","28.218221,112.992731",9450,14,34
"28.183606,112.936153","28.218255,112.990661",9220,14,33
"28.183606,112.936153","28.216862,112.989258",8940,13,32
"28.183606,112.936153","28.216028,112.987989",8720,13,32
"28.183606,112.936153","28.203110,112.862928",10500,16,38
"28.183606,112.936153","28.202835,112.862826",10500,16,38
"28.183606,112.936153","28.200399,112.861830",10530,16,38
"28.183606,112.936153","28.200081,112.861664",10540,16,38
"28.183606,112.936153","28.199555,112.862280",10440,16,37
"28.183606,112.936153","28.173869,113.001273",9060,14,33
"28.183606,112.936153","28.171415,113.004840",9610,14,34
"28.183606,112.936153","28.171418,113.000335",9010,14,33
"28.183606,112.936153","28.172382,112.999684",8890,13,32
"28.183606,112.936153","28.170847,113.005122",9670,15,35
"28.183606,112.936153","28.192302,112.978639",5980,9,24
"28.183606,112.936153","28.189450,112.987810",7150,11,27
"28.183606,112.936153","28.188415,112.987993",7150,11,27
"28.183606,112.936153","28.189082,112.988163",7190,11,27
"28.183606,112.936153","28.189098,112.988164",7190,11,27
"28.183606,112.936153","28.190448,112.986920",7050,11,27
"28.183606,112.936153","28.136411,112.989860",10410,16,37
"28.183606,112.936153","28.136603,112.990060",10410,16,37
"28.183606,112.936153","28.135743,112.988444",10350,16,37
"28.183606,112.936153","28.134942,112.986737",10280,15,37
"28.183606,112.936153","28.133558,112.986539",10420,16,37
"28.190528,112.973865","28.183606,112.936153",5290,8,21
"28.190528,112.973865","28.183606,112.936153",5290,8,21
"28.190528,112.973865","28.184442,112.968624",1190,14,0
"28.190528,112.973865","28.211876,112.993499",4280,6,18
"28.190528,112.973865","28.117792,112.947121",11900,18,43
"28.190528,112.973865","28.180397,112.940805",4800,7,20
"28.190528,112.973865","28.189233,112.969737",600,7,0
"28.190528,112.973865","28.209521,112.996432",4280,6,18
"28.190528,112.973865","28.207576,112.946176",4630,7,20
"28.190528,112.973865","28.225547,112.977637",5480,8,22
"28.190528,112.973865","28.190953,112.973159",120,5,0
"28.190528,112.973865","28.190257,112.972072",250,5,0
"28.190528,112.973865","28.180734,112.936597",5340,8,22
"28.190528,112.973865","28.187193,112.936348",5170,8,21
"28.190528,112.973865","28.178501,112.937813",5290,8,21
"28.190528,112.973865","28.177706,112.932422",6030,9,24
"28.190528,112.973865","28.190276,112.932871",5620,8,22
"28.190528,112.973865","28.190796,112.931429",5820,9,23
"28.190528,112.973865","28.185475,112.945675",3950,6,17
