origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Fuzhou,Hangzhou,2025-11-16,FOC,Changle International Airport,WUH,Tianhe International Airport,2025-11-16 12:55:00,2025-11-16 14:50:00,115,MF8251,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,650,1,60
Fuzhou,Hangzhou,2025-11-16,WUH,Tianhe International Airport,HGH,Xiaoshan International Airport,2025-11-16 18:10:00,2025-11-16 19:40:00,90,3U1377,Sichuan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,650,2,60
Fuzhou,Hangzhou,2025-11-16,FOC,Changle International Airport,XMN,Gaoqi International Airport,2025-11-16 19:30:00,2025-11-16 20:30:00,60,MF8580,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,860,1,63
Fuzhou,Hangzhou,2025-11-16,XMN,Gaoqi International Airport,HGH,Xiaoshan International Airport,2025-11-16 22:10:00,2025-11-16 23:55:00,105,MF8595,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,860,2,63
Hangzhou,Fuzhou,2025-11-18,HGH,Xiaoshan International Airport,CGO,Xinzheng International Airport,2025-11-18 18:15:00,2025-11-18 20:00:00,105,CZ3840,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,884,1,67
Hangzhou,Fuzhou,2025-11-18,CGO,Xinzheng International Airport,FOC,Changle International Airport,2025-11-18 21:35:00,2025-11-18 23:50:00,135,MF8274,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,884,2,67
Hangzhou,Fuzhou,2025-11-18,HGH,Xiaoshan International Airport,SJW,Zhengding International Airport,2025-11-18 10:45:00,2025-11-18 13:00:00,135,9C8556,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,670,1,64
Hangzhou,Fuzhou,2025-11-18,SJW,Zhengding International Airport,FOC,Changle International Airport,2025-11-18 16:50:00,2025-11-18 19:35:00,165,9C7237,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,670,2,64
Hangzhou,Fuzhou,2025-11-18,HGH,Xiaoshan International Airport,CGO,Xinzheng International Airport,2025-11-18 06:50:00,2025-11-18 08:45:00,115,GJ8179,Loong Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,610,1,66
Hangzhou,Fuzhou,2025-11-18,CGO,Xinzheng International Airport,FOC,Changle International Airport,2025-11-18 21:00:00,2025-11-18 23:10:00,130,EU2431,Chengdu Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,610,2,66
