origin,destination,distance_meters,duration_minutes,cost
"29.993263,120.584419","29.990303,120.590035",890,11,0
"29.993263,120.584419","29.995000,120.580000",650,8,0
"29.993263,120.584419","29.998452,120.632047",6470,10,25
"29.993263,120.584419","29.997923,120.572327",1780,21,0
"29.993263,120.584419","29.997169,120.568984",2170,5,12
"29.993263,120.584419","30.046148,120.474709",16930,25,63
"29.993263,120.584419","29.999705,120.591561",1390,17,0
"29.993263,120.584419","30.006921,120.583356",2130,5,12
"29.993263,120.584419","30.003757,120.572875",2260,5,12
"29.993263,120.584419","29.999362,120.577485",1330,16,0
"29.993263,120.584419","29.999677,120.577461",1370,16,0
"29.993263,120.584419","29.996281,120.580525",700,8,0
"29.993263,120.584419","29.997472,120.581278",780,9,0
"29.993263,120.584419","30.000241,120.578458",1350,16,0
"29.993263,120.584419","30.000304,120.579260",1300,16,0
"29.993263,120.584419","29.998368,120.581599",880,11,0
"29.993263,120.584419","29.992501,120.577765",900,11,0
"29.993263,120.584419","30.001425,120.582336",1300,16,0
"29.993263,120.584419","29.992004,120.584190",200,5,0
"29.993263,120.584419","29.992161,120.583616",200,5,0
"29.993263,120.584419","29.990527,120.585247",440,5,0
"29.993263,120.584419","29.992762,120.580983",470,6,0
"29.993263,120.584419","29.989041,120.586015",690,8,0
"29.993263,120.584419","29.988141,120.583983",800,10,0
"29.993263,120.584419","29.996615,120.589810",890,11,0
"29.993263,120.584419","29.988445,120.591438",1210,14,0
"29.993263,120.584419","29.987722,120.591134",1250,15,0
"29.993263,120.584419","29.986551,120.583290",1060,13,0
"29.993263,120.584419","29.986539,120.582072",1090,13,0
"29.993263,120.584419","30.001724,120.621483",5170,8,21
"29.993263,120.584419","29.993542,120.620506",4870,7,20
"29.993263,120.584419","29.994260,120.618606",4610,7,19
"29.993263,120.584419","29.998248,120.612869",3910,6,17
"29.993263,120.584419","30.007609,120.586402",2250,5,12
"29.993263,120.584419","30.005162,120.586245",1870,22,0
"29.993263,120.584419","30.010619,120.582605",2710,5,14
"29.993263,120.584419","30.005562,120.582021",1940,23,0
"29.993263,120.584419","30.005525,120.581975",1940,23,0
"29.993263,120.584419","30.005534,120.581966",1940,23,0
"29.993263,120.584419","30.006403,120.581237",2090,5,12
"29.993263,120.584419","30.006013,120.581119",2030,5,12
"29.993263,120.584419","30.006808,120.580760",2170,5,12
"29.993263,120.584419","30.003825,120.589825",1800,22,0
"29.993263,120.584419","30.133493,120.499559",24640,37,94
"29.993263,120.584419","30.130664,120.497240",24400,37,93
"29.993263,120.584419","30.137311,120.503223",24950,37,95
"29.993263,120.584419","30.149685,120.490891",27420,41,105
"29.993263,120.584419","30.147371,120.483604",27570,41,106
"29.993263,120.584419","30.000307,120.569311",2310,5,13
"29.993263,120.584419","29.993702,120.573031",1540,18,0
"29.993263,120.584419","30.002128,120.570821",2290,5,12
"29.993263,120.584419","30.002935,120.573083",2150,5,12
"29.993263,120.584419","29.992768,120.573677",1450,17,0
"29.993263,120.584419","30.000553,120.566812",2630,5,13
"29.993263,120.584419","30.001418,120.566751",2700,5,14
"29.993263,120.584419","29.995496,120.564265",2740,5,14
"29.993263,120.584419","30.044809,120.476777",16580,25,62
"29.993263,120.584419","30.044878,120.479149",16310,24,61
"29.993263,120.584419","30.044534,120.479678",16220,24,60
"29.993263,120.584419","30.033744,120.464757",17320,26,65
"29.993263,120.584419","30.031672,120.474253",16010,24,60
"29.993263,120.584419","30.031325,120.473875",16040,24,60
"29.993263,120.584419","30.045127,120.483987",15760,24,59
"29.993263,120.584419","30.004535,120.572806",2350,5,13
"29.993263,120.584419","30.004566,120.575610",2120,5,12
"29.993263,120.584419","30.008822,120.569289",3170,5,15
"29.993263,120.584419","30.008774,120.573636",2820,5,14
"29.993263,120.584419","30.009796,120.575400",2850,5,14
"29.993263,120.584419","30.015175,120.568117",4060,6,18
"29.993263,120.584419","30.015158,120.567470",4100,6,18
"29.993263,120.584419","30.000057,120.586471",1090,13,0
"29.993263,120.584419","30.004597,120.591022",1980,24,0
"29.993263,120.584419","30.002992,120.596351",2210,5,12
"29.993263,120.584419","30.003230,120.596348",2230,5,12
"29.993263,120.584419","29.995664,120.597253",1770,21,0
"29.993263,120.584419","30.001858,120.584231",1340,16,0
"29.993263,120.584419","30.005660,120.596530",2530,5,13
"29.993263,120.584419","30.006234,120.580324",2090,5,12
"29.993263,120.584419","30.079711,120.611289",13940,21,51
"29.993263,120.584419","30.080318,120.606362",13870,21,51
"29.993263,120.584419","29.726654,120.207342",65680,99,258
"29.993263,120.584419","30.013379,120.593058",3340,5,16
"29.993263,120.584419","30.017763,120.595587",4100,6,18
"29.993263,120.584419","30.019252,120.595908",4330,6,19
"29.993263,120.584419","30.011158,120.564197",3900,6,17
"29.993263,120.584419","30.002859,120.603558",2980,5,15
"29.993263,120.584419","29.732464,120.213066",64510,97,254
"29.993263,120.584419","29.727260,120.217906",64520,97,254
"29.993263,120.584419","30.165000,120.285112",48380,73,189
"29.993263,120.584419","30.163626,120.284667",48310,72,189
"29.993263,120.584419","30.164001,120.283843",48430,73,189
"29.993263,120.584419","30.106227,120.539384",18600,28,70
"29.993263,120.584419","30.115854,120.542817",19890,30,75
"29.993263,120.584419","30.016925,120.584809",3680,6,17
"29.993263,120.584419","30.030398,120.823327",32720,49,126
"29.993263,120.584419","30.038724,120.828541",33660,50,130
"29.993263,120.584419","29.706638,120.240543",64390,97,253
"29.993263,120.584419","29.706719,120.240467",64390,97,253
"29.993263,120.584419","29.703558,120.246309",64170,96,252
"29.993263,120.584419","29.702429,120.251555",63790,96,251
"29.993263,120.584419","29.703475,120.251352",63700,96,250
"29.993263,120.584419","29.702234,120.248906",64070,96,252
"29.993263,120.584419","30.110081,120.627050",19070,29,72
"29.993263,120.584419","30.094066,120.602176",15870,24,59
"29.993263,120.584419","30.034502,120.581055",6440,10,25
"29.993263,120.584419","29.567129,120.827714",74040,111,292
"29.993263,120.584419","29.569095,120.831065",73960,111,291
"29.993263,120.584419","29.567604,120.821350",73590,110,290
"29.993263,120.584419","30.015477,120.565882",4270,6,18
"29.993263,120.584419","30.033035,120.838548",34810,52,135
