origin,destination,distance_meters,duration_minutes,cost
"34.751860,113.666451","34.788263,113.672097",5710,9,23
"34.751860,113.666451","34.953667,113.512589",37060,56,144
"34.751860,113.666451","34.758202,113.666031",990,12,0
"34.751860,113.666451","34.739600,113.546720",15430,23,57
"34.751860,113.666451","34.812300,113.789100",18290,27,69
"34.751860,113.666451","34.755497,113.671988",910,11,0
"34.751860,113.666451","34.772895,113.724204",8080,12,30
"34.751860,113.666451","34.748659,113.688345",2840,5,14
"34.751860,113.666451","34.871840,113.677764",18730,28,71
"34.751860,113.666451","34.751785,113.667704",160,5,0
"34.751860,113.666451","34.749629,113.667658",380,5,0
"34.751860,113.666451","34.749142,113.667796",460,5,0
"34.751860,113.666451","34.754815,113.662798",660,8,0
"34.751860,113.666451","34.755287,113.669676",670,8,0
"34.751860,113.666451","34.754667,113.662403",680,8,0
"34.751860,113.666451","34.756286,113.668080",720,9,0
"34.751860,113.666451","34.747498,113.663838",760,9,0
"34.751860,113.666451","34.756777,113.666316",770,9,0
"34.751860,113.666451","34.786308,113.672932",5430,8,22
"34.751860,113.666451","34.786292,113.671079",5390,8,22
"34.751860,113.666451","34.786256,113.671176",5390,8,22
"34.751860,113.666451","34.786608,113.670287",5430,8,22
"34.751860,113.666451","34.785268,113.668041",5200,8,21
"34.751860,113.666451","34.784879,113.666814",5140,8,21
"34.751860,113.666451","34.783597,113.675687",5080,8,21
"34.751860,113.666451","34.793421,113.677088",6610,10,25
"34.751860,113.666451","34.784943,113.679565",5420,8,22
"34.751860,113.666451","34.792621,113.678848",6540,10,25
"34.751860,113.666451","34.757771,113.665954",920,11,0
"34.751860,113.666451","34.757768,113.665886",920,11,0
"34.751860,113.666451","34.758578,113.666557",1050,13,0
"34.751860,113.666451","34.757501,113.666208",880,11,0
"34.751860,113.666451","34.757365,113.665761",860,10,0
"34.751860,113.666451","34.757262,113.666027",840,10,0
"34.751860,113.666451","34.756973,113.665911",800,10,0
"34.751860,113.666451","34.756848,113.666241",780,9,0
"34.751860,113.666451","34.740996,113.539988",16260,24,61
"34.751860,113.666451","34.739770,113.537534",16600,25,62
"34.751860,113.666451","34.740659,113.537609",16570,25,62
"34.751860,113.666451","34.739579,113.561973",13500,20,50
"34.751860,113.666451","34.739995,113.562140",13470,20,49
"34.751860,113.666451","34.739800,113.563173",13340,20,49
"34.751860,113.666451","34.740377,113.563327",13310,20,49
"34.751860,113.666451","34.769787,113.726419",8160,12,30
"34.751860,113.666451","34.770905,113.727350",8330,13,31
"34.751860,113.666451","34.771075,113.727225",8330,12,31
"34.751860,113.666451","34.770914,113.727493",8350,13,31
"34.751860,113.666451","34.771054,113.727309",8340,13,31
"34.751860,113.666451","34.770902,113.727580",8360,13,31
"34.751860,113.666451","34.767928,113.723581",7720,12,29
"34.751860,113.666451","34.757454,113.691651",3340,5,16
"34.751860,113.666451","34.755083,113.685722",2520,5,13
"34.751860,113.666451","34.750370,113.685219",2410,5,13
"34.751860,113.666451","34.747760,113.691761",3300,5,15
"34.751860,113.666451","34.752925,113.682675",2080,5,12
"34.751860,113.666451","34.747100,113.697080",3990,6,18
"34.751860,113.666451","34.755928,113.670393",810,10,0
"34.751860,113.666451","34.748675,113.691225",3210,5,15
"34.751860,113.666451","34.748684,113.681630",2000,24,0
"34.751860,113.666451","34.745025,113.680175",2050,5,12
"34.751860,113.666451","34.813115,113.795071",19010,29,72
"34.751860,113.666451","34.809266,113.793947",18590,28,70
"34.751860,113.666451","34.818459,113.794111",19340,29,73
"34.751860,113.666451","34.803494,113.786967",17380,26,65
"34.751860,113.666451","34.809780,113.800337",19350,29,73
"34.751860,113.666451","34.808834,113.797840",19000,28,72
"34.751860,113.666451","34.771566,113.754982",11730,18,43
"34.751860,113.666451","34.771871,113.755230",11770,18,43
"34.751860,113.666451","34.771881,113.755782",11840,18,43
"34.751860,113.666451","34.764000,113.754711",11450,17,41
"34.751860,113.666451","34.763882,113.754664",11440,17,41
"34.751860,113.666451","34.763443,113.756145",11610,17,42
"34.751860,113.666451","34.758033,113.673949",1360,16,0
"34.751860,113.666451","34.752730,113.674692",1060,13,0
"34.751860,113.666451","34.758132,113.675030",1470,18,0
"34.751860,113.666451","34.751298,113.673507",910,11,0
"34.751860,113.666451","34.759118,113.676308",1690,20,0
"34.751860,113.666451","34.749825,113.660012",880,11,0
"34.751860,113.666451","34.770632,113.719294",7360,11,28
"34.751860,113.666451","34.777780,113.722674",8240,12,30
"34.751860,113.666451","34.774628,113.718260",7510,11,28
"34.751860,113.666451","34.747991,113.699877",4320,6,19
"34.751860,113.666451","34.870717,113.670712",18510,28,70
"34.751860,113.666451","34.871556,113.665047",18630,28,70
"34.751860,113.666451","34.859568,113.678526",16840,25,63
"34.751860,113.666451","34.863435,113.659282",17390,26,65
"34.751860,113.666451","34.744171,113.652484",2150,5,12
"34.751860,113.666451","34.526573,113.855171",42590,64,166
"34.751860,113.666451","34.528534,113.843450",41500,62,162
"34.751860,113.666451","34.754747,113.783314",14950,22,55
"34.751860,113.666451","34.761864,113.772727",13680,21,50
"34.751860,113.666451","34.753801,113.774832",13870,21,51
"34.751860,113.666451","34.481312,113.553247",44540,67,174
"34.751860,113.666451","34.480809,113.553406",44610,67,174
"34.751860,113.666451","34.484514,113.547905",44300,66,173
"34.751860,113.666451","34.719198,113.764169",13500,20,50
"34.751860,113.666451","34.715080,113.765103",13860,21,51
"34.751860,113.666451","34.763132,113.715344",6490,10,25
"34.751860,113.666451","34.763004,113.715130",6460,10,25
"34.751860,113.666451","34.764608,113.716764",6730,10,26
"34.751860,113.666451","34.776707,113.706486",6420,10,25
"34.751860,113.666451","34.823040,113.563823",17170,26,64
"34.751860,113.666451","34.754245,113.770035",13250,20,49
"34.751860,113.666451","34.754378,113.771221",13410,20,49
"34.751860,113.666451","34.802265,113.740183",12270,18,45
"34.751860,113.666451","34.800876,113.734358",11560,17,42
"34.751860,113.666451","34.802746,113.733842",11700,18,42
"34.751860,113.666451","34.761353,113.765447",12750,19,47
"34.751860,113.666451","34.761349,113.764871",12670,19,46
"34.751860,113.666451","34.757289,113.767388",12940,19,47
"34.751860,113.666451","34.718823,113.770208",14240,21,53
"34.751860,113.666451","34.738825,113.703025",5100,8,21
"34.751860,113.666451","34.741355,113.710237",5830,9,23
"34.751860,113.666451","34.798293,113.567701",14550,22,54
"34.751860,113.666451","34.803964,113.568137",14960,22,55
"34.751860,113.666451","34.808740,113.565991",15600,23,58
"34.751860,113.666451","34.755419,113.789670",15770,24,59
"34.751860,113.666451","34.784155,113.658609",5130,8,21
"34.751860,113.666451","34.786989,113.650217",5850,9,23
