origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NXG,Nanchang West Station,2025-11-12 11:48:00,2025-11-12 16:46:00,298,G1486,High-Speed Train,Second Class Seat,Sufficient,399.0,1,297
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NCG,Nanchang Station,2025-11-12 07:25:00,2025-11-12 13:03:00,338,Z126,Regular Train,Hard Seat,Sufficient,93.0,1,261
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NXG,Nanchang West Station,2025-11-12 15:38:00,2025-11-12 20:26:00,288,G1694,High-Speed Train,Second Class Seat,Sufficient,388.0,1,295
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NXG,Nanchang West Station,2025-11-12 07:19:00,2025-11-12 11:42:00,263,G2046,High-Speed Train,Second Class Seat,Sufficient,399.0,1,290
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NCG,Nanchang Station,2025-11-12 17:30:00,2025-11-12 21:33:00,243,G5312,High-Speed Train,Second Class Seat,Sufficient,398.0,1,286
Xiamen,Nanchang,2025-11-12,XMS,Xiamen Station,NCG,Nanchang Station,2025-11-12 14:00:00,2025-11-12 19:30:00,330,D9194,Electric Multiple Unit,Second Class Seat,Sufficient,230.5,1,276
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NXG,Nanchang West Station,2025-11-12 08:00:00,2025-11-12 12:46:00,286,G2278,High-Speed Train,Second Class Seat,Sufficient,413.0,1,296
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NXG,Nanchang West Station,2025-11-12 08:30:00,2025-11-12 13:22:00,292,G1754,High-Speed Train,Second Class Seat,Sufficient,396.0,1,293
Xiamen,Nanchang,2025-11-12,XKS,Xiamen North Station,NCG,Nanchang Station,2025-11-12 14:24:00,2025-11-12 19:30:00,306,D9194,Electric Multiple Unit,Second Class Seat,Sufficient,221.5,1,272
Xiamen,Nanchang,2025-11-12,XMS,Xiamen Station,NCG,Nanchang Station,2025-11-12 08:06:00,2025-11-12 13:31:00,325,D6522,Electric Multiple Unit,Second Class Seat,Sufficient,221.0,1,273
Nanchang,Xiamen,2025-11-17,NCG,Nanchang Station,FZG,Fuzhou Station,2025-11-17 15:13:00,2025-11-17 16:06:00,53,D9605,Electric Multiple Unit,Second Class Seat,Sufficient,112.5,1,303
Nanchang,Xiamen,2025-11-17,FZG,Fuzhou Station,XKS,Xiamen North Station,2025-11-17 16:43:00,2025-11-17 21:23:00,280,Z125,Regular Train,Hard Seat,Sufficient,112.5,2,303
Nanchang,Xiamen,2025-11-17,NUG,Nanchang East Station,JIG,Ji'an West Station,2025-11-17 17:41:00,2025-11-17 18:38:00,57,G2775,High-Speed Train,Second Class Seat,Sufficient,330.5,1,325
Nanchang,Xiamen,2025-11-17,JIG,Ji'an West Station,XMS,Xiamen Station,2025-11-17 19:15:00,2025-11-17 22:56:00,221,G2293,High-Speed Train,Second Class Seat,Sufficient,330.5,2,325
Nanchang,Xiamen,2025-11-17,NUG,Nanchang East Station,XMS,Xiamen Station,2025-11-17 16:06:00,2025-11-17 22:27:00,381,G9874,High-Speed Train,Second Class Seat,Sufficient,426.5,1,343
Nanchang,Xiamen,2025-11-17,NXG,Nanchang West Station,XKS,Xiamen North Station,2025-11-17 13:11:00,2025-11-17 17:52:00,281,G2048,High-Speed Train,Second Class Seat,Sufficient,388.0,1,331
Nanchang,Xiamen,2025-11-17,NUG,Nanchang East Station,QYS,Quanzhou Station,2025-11-17 17:36:00,2025-11-17 21:52:00,256,D6531,Electric Multiple Unit,Second Class Seat,Sufficient,216.5,1,307
Nanchang,Xiamen,2025-11-17,QYS,Quanzhou Station,XKS,Xiamen North Station,2025-11-17 22:10:00,2025-11-17 22:35:00,25,D2231,Electric Multiple Unit,Second Class Seat,Sufficient,216.5,2,307
Nanchang,Xiamen,2025-11-17,NCG,Nanchang Station,XKS,Xiamen North Station,2025-11-17 14:38:00,2025-11-17 19:24:00,286,G2295,High-Speed Train,Second Class Seat,Sufficient,346.5,1,324
Nanchang,Xiamen,2025-11-17,NUG,Nanchang East Station,PTS,Putian Station,2025-11-17 17:36:00,2025-11-17 21:24:00,228,D6531,Electric Multiple Unit,Second Class Seat,Sufficient,216.5,1,308
Nanchang,Xiamen,2025-11-17,PTS,Putian Station,XKS,Xiamen North Station,2025-11-17 21:42:00,2025-11-17 22:35:00,53,D2231,Electric Multiple Unit,Second Class Seat,Sufficient,216.5,2,308
Nanchang,Xiamen,2025-11-17,HOG,Nanchang South Station,XKS,Xiamen North Station,2025-11-17 14:13:00,2025-11-17 18:46:00,273,G5318,High-Speed Train,Second Class Seat,Sufficient,381.0,1,330
Nanchang,Xiamen,2025-11-17,NCG,Nanchang Station,XKS,Xiamen North Station,2025-11-17 15:13:00,2025-11-17 19:55:00,282,D9605,Electric Multiple Unit,Second Class Seat,Sufficient,230.5,1,318
Nanchang,Xiamen,2025-11-17,XKS,Xiamen North Station,XMS,Xiamen Station,2025-11-17 20:13:00,2025-11-17 20:35:00,22,G241,High-Speed Train,Second Class Seat,Sufficient,230.5,2,318
Nanchang,Xiamen,2025-11-17,NXG,Nanchang West Station,XKS,Xiamen North Station,2025-11-17 13:26:00,2025-11-17 18:05:00,279,G1488,High-Speed Train,Second Class Seat,Sufficient,399.0,1,334
