city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Quanzhou,Home Inn·Neo - Quanzhou West Street Overseas Chinese Museum Branch,"Inside the Overseas Chinese History Museum, Donghu Street, Fengze District, Quanzhou City",24.911931,118.606971,2018,2,137,4.6,Home Inn
Quanzhou,Nature Four Seasons Hotel (Quanzhou Luojiang Branch),"No. 40, Yangguang South Road, Shuangyang Street",24.992896,118.614874,2020,4,205,4.7,
Quanzhou,Ji Hotel Quanzhou Wanda,"No. 406, Baozhou Road, Fengze District, Quanzhou City",24.884269,118.597148,2017,3,370,4.7,Ji Hotel
Quanzhou,Shishi Kaiyu Hotel,"No. 470, Nanhuan Road, near the new court.",24.721344,118.649746,2019,4,240,4.6,
Quanzhou,Jinjiang Inn Jinjiang Airport Sunshine Plaza Hotel,"No. 7, Jiangsheng Road, Lianyu Community, Qingyang Street, Jinjiang City, Fujian Province",24.810290,118.588889,2019,2,140,4.4,Jinjiang Inn
Quanzhou,Dehua Wanjia International Hotel,"No. 2, Shitai Street, Xunzhong Town",25.501065,118.257764,2022,4,231,4.8,
Quanzhou,Quanzhou Fengze Plaza Financial Street Atour Hotel,"No. 8-5, Fengtian Road, Fengze District, Quanzhou City, Fujian Province",24.899894,118.607474,2024,4,463,4.8,Atour Hotel
Quanzhou,Home Inn·Neo - Quanzhou Zhonglou West Street Kaiyuan Temple Branch,"No. 345, East Street, Licheng Subdistrict, Licheng District, Quanzhou City, Fujian Province",24.911346,118.597887,2023,2,193,4.8,Home Inn
Quanzhou,Quanzhou Fuan International Hotel,"No. 1, Hefulu Road, Hechi Community, Shanyao Street, Quangang District, Quanzhou City, Fujian Province",25.112978,118.920233,2022,5,336,4.9,
Quanzhou,Quanzhou Guest House,"No. 168, Tonggang East Street, Fengze District, Quanzhou City, near Forest Park.",24.885045,118.655171,2010,5,467,4.2,
Quanzhou,Borrman Hotel (Quanzhou High-Speed Railway Station Shuangyang Branch),"No. 58, Yangguang South Road, Shuangyang Street, Luojiang District, Quanzhou City, Fujian Province",24.993099,118.614462,2022,4,237,4.5,
Quanzhou,Quanzhou City Holiday Hotel (West Street Ancient City Branch),"Beside Yingjin Bridge, Wenling South Road",24.898477,118.594735,2022,4,414,4.7,
Quanzhou,Xana Hotelle Jinjiang Airport Sunshine Road Food Street Branch,"No. 69, Yangguang Road",24.811830,118.587709,2019,3,170,4.5,
Quanzhou,Quanzhou Jinjiang Wanda Plaza Sunshine Road Atour Hotel,"No. 76, Yangguang Road, VIP Building, Jinjiang City",24.812947,118.588400,2023,4,365,4.8,Atour Hotel
Quanzhou,Dehua Lanyue Grand Hotel,"No. 99-18, Tayen Street, Longxun Town, Dehua County, Quanzhou City, Fujian Province",25.491877,118.248516,2023,4,267,4.7,
Quanzhou,Home Inn - Jinjiang Wudian City Wanda Plaza Pai Hotel,"No. 353, Meiyuan Road, Jinjiang City, Fujian Province",24.819425,118.576975,2015,3,124,4.0,Home Inn
Quanzhou,Quanzhou Locke Hotel,"No. 188, Beiqing East Road, Beifeng Street",24.933667,118.591219,2024,4,240,4.4,
Quanzhou,Jinjiang Kunhao International Hotel (Quanzhou Jinjiang International Airport Branch),"Quanan Middle Road, Zhushuxia Community, Meiling Street, Jinjiang City (near Fulong Garden).",24.830130,118.577960,2021,3,185,4.7,
Quanzhou,Quanzhou Huijin Holiday Hotel,"No. 18, Shuian Holiday, Jiangbin North Road, next to Walmart Shopping Plaza in CapitaMall",24.918402,118.573413,2019,4,325,4.3,
